study_ID,Study,island_code,island_name,number_of_islands,n_island_cat,island_area_ha,island_area_source,elevation_m_asl,elevation_source,elevation_category,Taxa,island_type,DEM_elevation_max,DEM_elevation_min,island_lat,island_lon,island_type2,fixed_proportional,dataset_coord_lat,dataset_coord_long,sampling_effort,sampling_effort_unit,sampling_method,sampling_method_dimensions,sampling_notes,sampling_time_frame,no_hours_sampled
Karger_2014,Karger_2014_data,Sibuyan,NA,12,10 to 15,44500,Karger_2014,NA,NA,NA,Plants,True Island,2040,1,12.43333333,122.55,volcanic,fixed,3.058333333,125.1708333,16,plots,plots along transects,plots of 20m x 20m,fixed sampling design of transects of four plots separated by a distance of 20 m,NA,NA
Karger_2014,Karger_2014_data,Sulawesi,Sulawesi - Central Island Toro Mountain - Lore Lindu National Park,12,10 to 15,17460000,Karger_2014,3478,Wikipedia,maximum elevation,Plants,True Island,3478,1,-1.483333333,120.05,volcanic,fixed,3.058333333,125.1708333,16,plots,plots along transects,plots of 20m x 20m,fixed sampling design of transects of four plots separated by a distance of 20 m,NA,NA
Karger_2014,Karger_2014_data,Tidore,NA,12,10 to 15,11600,Karger_2014,NA,NA,NA,Plants,True Island,1748,1,0.666666667,127.4,volcanic,fixed,3.058333333,125.1708333,16,plots,plots along transects,plots of 20m x 20m,fixed sampling design of transects of four plots separated by a distance of 20 m,NA,NA
Kotze_2000,Kotze_2000_data,island1,island 1,24,16 to 30,88.8,Kotze_2000_data,NA,NA,NA,Beetles,True Island,22,1,59.95153849,21.60450356,volcanic,not_standardized,59.98331702,21.61030416,12,trap,pitfall trap,"diameter of 65 mm, volume 170 mL",Six traps were placed in a row 5 m apart per habitat type. Number of habitat types varied with island size.,22-May-1993 to 20-September-1993,Twice a month
Kotze_2000,Kotze_2000_data,island10,island 10,24,16 to 30,0.6,Kotze_2000_data,NA,NA,NA,Beetles,True Island,12,1,59.98706567,21.6651448,volcanic,not_standardized,59.98331702,21.61030416,6,trap,pitfall trap,"diameter of 65 mm, volume 170 mL",Six traps were placed in a row 5 m apart per habitat type. Number of habitat types varied with island size.,22-May-1993 to 20-September-1993,Twice a month
Kotze_2000,Kotze_2000_data,island11,island 11,24,16 to 30,6.2,Kotze_2000_data,NA,NA,NA,Beetles,True Island,18,1,59.97885966,21.60706442,volcanic,not_standardized,59.98331702,21.61030416,12,trap,pitfall trap,"diameter of 65 mm, volume 170 mL",Six traps were placed in a row 5 m apart per habitat type. Number of habitat types varied with island size.,22-May-1993 to 20-September-1993,Twice a month
Kotze_2000,Kotze_2000_data,island12,island 12,24,16 to 30,0.5,Kotze_2000_data,NA,NA,NA,Beetles,True Island,9,2,59.97981763,21.63234808,volcanic,not_standardized,59.98331702,21.61030416,6,trap,pitfall trap,"diameter of 65 mm, volume 170 mL",Six traps were placed in a row 5 m apart per habitat type. Number of habitat types varied with island size.,22-May-1993 to 20-September-1993,Twice a month
Kotze_2000,Kotze_2000_data,island13,island 13,24,16 to 30,3.2,Kotze_2000_data,NA,NA,NA,Beetles,True Island,9,2,59.98261036,21.63039173,volcanic,not_standardized,59.98331702,21.61030416,12,trap,pitfall trap,"diameter of 65 mm, volume 170 mL",Six traps were placed in a row 5 m apart per habitat type. Number of habitat types varied with island size.,22-May-1993 to 20-September-1993,Twice a month
Kotze_2000,Kotze_2000_data,island14,island 14,24,16 to 30,12.4,Kotze_2000_data,NA,NA,NA,Beetles,True Island,21,1,59.97824426,21.61949601,volcanic,not_standardized,59.98331702,21.61030416,24,trap,pitfall trap,"diameter of 65 mm, volume 170 mL",Six traps were placed in a row 5 m apart per habitat type. Number of habitat types varied with island size.,22-May-1993 to 20-September-1993,Twice a month
Kotze_2000,Kotze_2000_data,island15,island 15,24,16 to 30,40.2,Kotze_2000_data,NA,NA,NA,Beetles,True Island,18,1,59.98467728,21.6182076,volcanic,not_standardized,59.98331702,21.61030416,18,trap,pitfall trap,"diameter of 65 mm, volume 170 mL",Six traps were placed in a row 5 m apart per habitat type. Number of habitat types varied with island size.,22-May-1993 to 20-September-1993,Twice a month
Kotze_2000,Kotze_2000_data,island16,island 16,24,16 to 30,10.1,Kotze_2000_data,NA,NA,NA,Beetles,True Island,16,1,59.97022749,21.61466512,volcanic,not_standardized,59.98331702,21.61030416,18,trap,pitfall trap,"diameter of 65 mm, volume 170 mL",Six traps were placed in a row 5 m apart per habitat type. Number of habitat types varied with island size.,22-May-1993 to 20-September-1993,Twice a month
Kotze_2000,Kotze_2000_data,island17,island 17,24,16 to 30,14.3,Kotze_2000_data,NA,NA,NA,Beetles,True Island,16,1,59.97090218,21.60431991,volcanic,not_standardized,59.98331702,21.61030416,12,trap,pitfall trap,"diameter of 65 mm, volume 170 mL",Six traps were placed in a row 5 m apart per habitat type. Number of habitat types varied with island size.,22-May-1993 to 20-September-1993,Twice a month
Kotze_2000,Kotze_2000_data,island18,island 18,24,16 to 30,11.7,Kotze_2000_data,NA,NA,NA,Beetles,True Island,15,1,60.04063921,21.66359597,volcanic,not_standardized,59.98331702,21.61030416,12,trap,pitfall trap,"diameter of 65 mm, volume 170 mL",Six traps were placed in a row 5 m apart per habitat type. Number of habitat types varied with island size.,22-May-1993 to 20-September-1993,Twice a month
Kotze_2000,Kotze_2000_data,island19,island 19,24,16 to 30,1.1,Kotze_2000_data,NA,NA,NA,Beetles,True Island,6,1,59.96328362,21.53807082,volcanic,not_standardized,59.98331702,21.61030416,6,trap,pitfall trap,"diameter of 65 mm, volume 170 mL",Six traps were placed in a row 5 m apart per habitat type. Number of habitat types varied with island size.,22-May-1993 to 20-September-1993,Twice a month
Kotze_2000,Kotze_2000_data,island2,island 2,24,16 to 30,7000,Kotze_2000_data,NA,NA,NA,Beetles,True Island,25,1,60.14584725,21.58739548,volcanic,not_standardized,59.98331702,21.61030416,24,trap,pitfall trap,"diameter of 65 mm, volume 170 mL",Six traps were placed in a row 5 m apart per habitat type. Number of habitat types varied with island size.,22-May-1993 to 20-September-1993,Twice a month
Kotze_2000,Kotze_2000_data,island20,island 20,24,16 to 30,24.1,Kotze_2000_data,NA,NA,NA,Beetles,True Island,14,1,59.95005556,21.49616289,volcanic,not_standardized,59.98331702,21.61030416,18,trap,pitfall trap,"diameter of 65 mm, volume 170 mL",Six traps were placed in a row 5 m apart per habitat type. Number of habitat types varied with island size.,22-May-1993 to 20-September-1993,Twice a month
Kotze_2000,Kotze_2000_data,island21,island 21,24,16 to 30,15.6,Kotze_2000_data,NA,NA,NA,Beetles,True Island,18,1,59.99080466,21.56549476,volcanic,not_standardized,59.98331702,21.61030416,12,trap,pitfall trap,"diameter of 65 mm, volume 170 mL",Six traps were placed in a row 5 m apart per habitat type. Number of habitat types varied with island size.,22-May-1993 to 20-September-1993,Twice a month
Kotze_2000,Kotze_2000_data,island22,island 22,24,16 to 30,16,Kotze_2000_data,NA,NA,NA,Beetles,True Island,14,1,59.95694497,21.51600014,volcanic,not_standardized,59.98331702,21.61030416,24,trap,pitfall trap,"diameter of 65 mm, volume 170 mL",Six traps were placed in a row 5 m apart per habitat type. Number of habitat types varied with island size.,22-May-1993 to 20-September-1993,Twice a month
Kotze_2000,Kotze_2000_data,island23,island 23,24,16 to 30,57.1,Kotze_2000_data,NA,NA,NA,Beetles,True Island,16,1,59.90913643,21.46266732,volcanic,not_standardized,59.98331702,21.61030416,24,trap,pitfall trap,"diameter of 65 mm, volume 170 mL",Six traps were placed in a row 5 m apart per habitat type. Number of habitat types varied with island size.,22-May-1993 to 20-September-1993,Twice a month
Kotze_2000,Kotze_2000_data,island24,island 24,24,16 to 30,9.5,Kotze_2000_data,NA,NA,NA,Beetles,True Island,9,1,59.97312669,21.49191595,volcanic,not_standardized,59.98331702,21.61030416,18,trap,pitfall trap,"diameter of 65 mm, volume 170 mL",Six traps were placed in a row 5 m apart per habitat type. Number of habitat types varied with island size.,22-May-1993 to 20-September-1993,Twice a month
Kotze_2000,Kotze_2000_data,island3,island 3,24,16 to 30,371.4,Kotze_2000_data,NA,NA,NA,Beetles,True Island,34,1,59.96100767,21.76821419,volcanic,not_standardized,59.98331702,21.61030416,12,trap,pitfall trap,"diameter of 65 mm, volume 170 mL",Six traps were placed in a row 5 m apart per habitat type. Number of habitat types varied with island size.,22-May-1993 to 20-September-1993,Twice a month
Kotze_2000,Kotze_2000_data,island4,island 4,24,16 to 30,23,Kotze_2000_data,NA,NA,NA,Beetles,True Island,21,1,59.99597593,21.65558364,volcanic,not_standardized,59.98331702,21.61030416,24,trap,pitfall trap,"diameter of 65 mm, volume 170 mL",Six traps were placed in a row 5 m apart per habitat type. Number of habitat types varied with island size.,22-May-1993 to 20-September-1993,Twice a month
Kotze_2000,Kotze_2000_data,island5,island 5,24,16 to 30,8.4,Kotze_2000_data,NA,NA,NA,Beetles,True Island,21,1,59.98653571,21.65414459,volcanic,not_standardized,59.98331702,21.61030416,12,trap,pitfall trap,"diameter of 65 mm, volume 170 mL",Six traps were placed in a row 5 m apart per habitat type. Number of habitat types varied with island size.,22-May-1993 to 20-September-1993,Twice a month
Kotze_2000,Kotze_2000_data,island6,island 6,24,16 to 30,5.4,Kotze_2000_data,NA,NA,NA,Beetles,True Island,8,1,59.9894616,21.65476618,volcanic,not_standardized,59.98331702,21.61030416,12,trap,pitfall trap,"diameter of 65 mm, volume 170 mL",Six traps were placed in a row 5 m apart per habitat type. Number of habitat types varied with island size.,22-May-1993 to 20-September-1993,Twice a month
Kotze_2000,Kotze_2000_data,island7,island 7,24,16 to 30,6.7,Kotze_2000_data,NA,NA,NA,Beetles,True Island,12,1,59.98832926,21.66110397,volcanic,not_standardized,59.98331702,21.61030416,18,trap,pitfall trap,"diameter of 65 mm, volume 170 mL",Six traps were placed in a row 5 m apart per habitat type. Number of habitat types varied with island size.,22-May-1993 to 20-September-1993,Twice a month
Kotze_2000,Kotze_2000_data,island8,island 8,24,16 to 30,9.9,Kotze_2000_data,NA,NA,NA,Beetles,True Island,12,1,59.98334559,21.67979547,volcanic,not_standardized,59.98331702,21.61030416,12,trap,pitfall trap,"diameter of 65 mm, volume 170 mL",Six traps were placed in a row 5 m apart per habitat type. Number of habitat types varied with island size.,22-May-1993 to 20-September-1993,Twice a month
Kotze_2000,Kotze_2000_data,island9,island 9,24,16 to 30,34.7,Kotze_2000_data,NA,NA,NA,Beetles,True Island,21,1,59.98117119,21.65624719,volcanic,not_standardized,59.98331702,21.61030416,18,trap,pitfall trap,"diameter of 65 mm, volume 170 mL",Six traps were placed in a row 5 m apart per habitat type. Number of habitat types varied with island size.,22-May-1993 to 20-September-1993,Twice a month
Macdonald_2018,Macdonald_2018_data,152,NA,30,16 to 30,1.98,Macdonald_2018,NA,NA,NA,Invertebrates,Lake Island,9,1,59.97312669,21.49191595,lake island,not_standardized,59.97312669,21.49191595,1.9761,area sampled,survey,4 surveys per island,standardized survey time of 40 min per hectare,01-June-2015 to 20-Aug-2015,NA
Macdonald_2018,Macdonald_2018_data,177,NA,30,16 to 30,0.1,Macdonald_2018,NA,NA,NA,Invertebrates,Lake Island,9,1,59.97312669,21.49191595,lake island,not_standardized,59.97312669,21.49191595,0.0984,area sampled,survey,4 surveys per island,standardized survey time of 40 min per hectare,01-June-2015 to 20-Aug-2015,NA
Macdonald_2018,Macdonald_2018_data,285,NA,30,16 to 30,0.83,Macdonald_2018,NA,NA,NA,Invertebrates,Lake Island,9,1,59.97312669,21.49191595,lake island,not_standardized,59.97312669,21.49191595,0.8252,area sampled,survey,4 surveys per island,standardized survey time of 40 min per hectare,01-June-2015 to 20-Aug-2015,NA
Macdonald_2018,Macdonald_2018_data,306,NA,30,16 to 30,0.95,Macdonald_2018,NA,NA,NA,Invertebrates,Lake Island,9,1,59.97312669,21.49191595,lake island,not_standardized,59.97312669,21.49191595,0.9454,area sampled,survey,4 surveys per island,standardized survey time of 40 min per hectare,01-June-2015 to 20-Aug-2015,NA
Macdonald_2018,Macdonald_2018_data,451,NA,30,16 to 30,1.02,Macdonald_2018,NA,NA,NA,Invertebrates,Lake Island,9,1,59.97312669,21.49191595,lake island,not_standardized,59.97312669,21.49191595,1.0218,area sampled,survey,4 surveys per island,standardized survey time of 40 min per hectare,01-June-2015 to 20-Aug-2015,NA
Macdonald_2018,Macdonald_2018_data,500,NA,30,16 to 30,0.41,Macdonald_2018,NA,NA,NA,Invertebrates,Lake Island,9,1,59.97312669,21.49191595,lake island,not_standardized,59.97312669,21.49191595,0.4074,area sampled,survey,4 surveys per island,standardized survey time of 40 min per hectare,01-June-2015 to 20-Aug-2015,NA
Macdonald_2018,Macdonald_2018_data,505,NA,30,16 to 30,3.98,Macdonald_2018,NA,NA,NA,Invertebrates,Lake Island,9,1,59.97312669,21.49191595,lake island,not_standardized,59.97312669,21.49191595,3.9847,area sampled,survey,4 surveys per island,standardized survey time of 40 min per hectare,01-June-2015 to 20-Aug-2015,NA
Macdonald_2018,Macdonald_2018_data,537,NA,30,16 to 30,0.97,Macdonald_2018,NA,NA,NA,Invertebrates,Lake Island,9,1,59.97312669,21.49191595,lake island,not_standardized,59.97312669,21.49191595,0.9697,area sampled,survey,4 surveys per island,standardized survey time of 40 min per hectare,01-June-2015 to 20-Aug-2015,NA
Macdonald_2018,Macdonald_2018_data,543,NA,30,16 to 30,0.09,Macdonald_2018,NA,NA,NA,Invertebrates,Lake Island,9,1,59.97312669,21.49191595,lake island,not_standardized,59.97312669,21.49191595,0.0934,area sampled,survey,4 surveys per island,standardized survey time of 40 min per hectare,01-June-2015 to 20-Aug-2015,NA
Macdonald_2018,Macdonald_2018_data,558,NA,30,16 to 30,2.11,Macdonald_2018,NA,NA,NA,Invertebrates,Lake Island,9,1,59.97312669,21.49191595,lake island,not_standardized,59.97312669,21.49191595,2.1064,area sampled,survey,4 surveys per island,standardized survey time of 40 min per hectare,01-June-2015 to 20-Aug-2015,NA
Macdonald_2018,Macdonald_2018_data,618,NA,30,16 to 30,0.94,Macdonald_2018,NA,NA,NA,Invertebrates,Lake Island,9,1,59.97312669,21.49191595,lake island,not_standardized,59.97312669,21.49191595,0.9439,area sampled,survey,4 surveys per island,standardized survey time of 40 min per hectare,01-June-2015 to 20-Aug-2015,NA
Macdonald_2018,Macdonald_2018_data,621,NA,30,16 to 30,1.83,Macdonald_2018,NA,NA,NA,Invertebrates,Lake Island,9,1,59.97312669,21.49191595,lake island,not_standardized,59.97312669,21.49191595,1.8339,area sampled,survey,4 surveys per island,standardized survey time of 40 min per hectare,01-June-2015 to 20-Aug-2015,NA
Macdonald_2018,Macdonald_2018_data,637,NA,30,16 to 30,0.95,Macdonald_2018,NA,NA,NA,Invertebrates,Lake Island,9,1,59.97312669,21.49191595,lake island,not_standardized,59.97312669,21.49191595,0.9505,area sampled,survey,4 surveys per island,standardized survey time of 40 min per hectare,01-June-2015 to 20-Aug-2015,NA
Macdonald_2018,Macdonald_2018_data,642,NA,30,16 to 30,4.02,Macdonald_2018,NA,NA,NA,Invertebrates,Lake Island,9,1,59.97312669,21.49191595,lake island,not_standardized,59.97312669,21.49191595,4.0207,area sampled,survey,4 surveys per island,standardized survey time of 40 min per hectare,01-June-2015 to 20-Aug-2015,NA
Macdonald_2018,Macdonald_2018_data,707,NA,30,16 to 30,0.09,Macdonald_2018,NA,NA,NA,Invertebrates,Lake Island,9,1,59.97312669,21.49191595,lake island,not_standardized,59.97312669,21.49191595,0.0906,area sampled,survey,4 surveys per island,standardized survey time of 40 min per hectare,01-June-2015 to 20-Aug-2015,NA
Macdonald_2018,Macdonald_2018_data,730,NA,30,16 to 30,0.11,Macdonald_2018,NA,NA,NA,Invertebrates,Lake Island,9,1,59.97312669,21.49191595,lake island,not_standardized,59.97312669,21.49191595,0.1051,area sampled,survey,4 surveys per island,standardized survey time of 40 min per hectare,01-June-2015 to 20-Aug-2015,NA
