ISL_ID,study_ID,Study,island_code,island_name,island_area_ha,island_area_source,elevation_m_asl,elevation_source,elevation_category,DEM_elevation_max,DEM_elevation_min,DEM_latitude,DEM_longitude,Taxa,Type_of_island,dataset_coord_lat_long,island_coord,island_coord_richtext,island_lat,island_lon,coordinate checking,sampling_effort,sampling_effort_unit,,
515,Schrader_2019,Schrader_2019_data,GB10,,0.01,Schrader_2019,,,,44,2,-0.516757222,130.5720464,plants,real island,,"0°31'0.326""S, 130°34'19.367""E","0°31'0.326""S, 130°34'19.367""E",-0.516757222,130.5720464,FALSE,1,number of transects,,
516,Schrader_2019,Schrader_2019_data,GB11,,0.08,Schrader_2019,,,,3,-15,-0.516755,130.5708319,plants,real island,,"0°31'0.318""S, 130°34'14.995""E","0°31'0.318""S, 130°34'14.995""E",-0.516755,130.5708319,FALSE,3,number of transects,,
517,Schrader_2019,Schrader_2019_data,GB12,,0.16,Schrader_2019,,,,20,1,-0.511563889,130.5630619,plants,real island,,"0°30'41.63""S, 130°33'47.023""E","0°30'41.63""S, 130°33'47.023""E",-0.511563889,130.5630619,FALSE,4,number of transects,,
518,Schrader_2019,Schrader_2019_data,GB13,,0.06,Schrader_2019,,,,20,1,-0.512919167,130.5609422,plants,real island,,"0°30'46.509""S, 130°33'39.392""E","0°30'46.509""S, 130°33'39.392""E",-0.512919167,130.5609422,FALSE,2,number of transects,,
519,Schrader_2019,Schrader_2019_data,GB14,,0.05,Schrader_2019,,,,818,1,-0.516942222,130.5879953,plants,real island,,"0°31'0.992""S, 130°35'16.783""E","0°31'0.992""S, 130°35'16.783""E",-0.516942222,130.5879953,FALSE,2,number of transects,,
520,Schrader_2019,Schrader_2019_data,GB15,,0.04,Schrader_2019,,,,818,1,-0.517126111,130.5884975,plants,real island,,"0°31'1.654""S, 130°35'18.591""E","0°31'1.654""S, 130°35'18.591""E",-0.517126111,130.5884975,FALSE,1,number of transects,,
521,Schrader_2019,Schrader_2019_data,GB16,,0.01,Schrader_2019,,,,818,1,-0.512571111,130.5939156,plants,real island,,"0°30'45.256""S, 130°35'38.096""E","0°30'45.256""S, 130°35'38.096""E",-0.512571111,130.5939156,FALSE,1,number of transects,,
522,Schrader_2019,Schrader_2019_data,GB17,,0.00,Schrader_2019,,,,818,1,-0.509440556,130.5937489,plants,real island,,"0°30'33.986""S, 130°35'37.496""E","0°30'33.986""S, 130°35'37.496""E",-0.509440556,130.5937489,FALSE,1,number of transects,,
523,Schrader_2019,Schrader_2019_data,GB18,,0.04,Schrader_2019,,,,818,1,-0.506355556,130.5932956,plants,real island,,"0°30'22.88""S, 130°35'35.864""E","0°30'22.88""S, 130°35'35.864""E",-0.506355556,130.5932956,FALSE,1,number of transects,,
524,Schrader_2019,Schrader_2019_data,GB19,,0.00,Schrader_2019,,,,818,1,-0.505713333,130.5940189,plants,real island,,"0°30'20.568""S, 130°35'38.468""E","0°30'20.568""S, 130°35'38.468""E",-0.505713333,130.5940189,FALSE,1,number of transects,,
525,Schrader_2019,Schrader_2019_data,GB2,,0.00,Schrader_2019,,,,818,1,-0.517446667,130.5751511,plants,real island,,"0°31'2.808""S, 130°34'30.544""E","0°31'2.808""S, 130°34'30.544""E",-0.517446667,130.5751511,FALSE,1,number of transects,,
526,Schrader_2019,Schrader_2019_data,GB20,,0.09,Schrader_2019,,,,818,1,-0.515473611,130.5872647,plants,real island,,"0°30'55.705""S, 130°35'14.153""E","0°30'55.705""S, 130°35'14.153""E",-0.515473611,130.5872647,FALSE,3,number of transects,,
527,Schrader_2019,Schrader_2019_data,GB21,,0.00,Schrader_2019,,,,818,1,-0.517497778,130.5745672,plants,real island,,"0°31'2.992""S, 130°34'28.442""E","0°31'2.992""S, 130°34'28.442""E",-0.517497778,130.5745672,FALSE,1,number of transects,,
528,Schrader_2019,Schrader_2019_data,GB22,,0.16,Schrader_2019,,,,818,1,-0.521603056,130.5809083,plants,real island,,"0°31'17.771""S, 130°34'51.27""E","0°31'17.771""S, 130°34'51.27""E",-0.521603056,130.5809083,FALSE,4,number of transects,,
529,Schrader_2019,Schrader_2019_data,GB23,,0.14,Schrader_2019,,,,818,1,-0.519753889,130.5832083,plants,real island,,"0°31'11.114""S, 130°34'59.55""E","0°31'11.114""S, 130°34'59.55""E",-0.519753889,130.5832083,FALSE,4,number of transects,,
530,Schrader_2019,Schrader_2019_data,GB24,,0.19,Schrader_2019,,,,5,0,-0.517232778,130.5844858,plants,real island,,"0°31'2.038""S, 130°35'4.149""E","0°31'2.038""S, 130°35'4.149""E",-0.517232778,130.5844858,FALSE,4,number of transects,,
531,Schrader_2019,Schrader_2019_data,GB25,,0.01,Schrader_2019,,,,8,3,-0.512805278,130.5876675,plants,real island,,"0°30'46.099""S, 130°35'15.603""E","0°30'46.099""S, 130°35'15.603""E",-0.512805278,130.5876675,FALSE,1,number of transects,,
532,Schrader_2019,Schrader_2019_data,GB26,,0.39,Schrader_2019,,,,818,1,-0.518895278,130.583215,plants,real island,,"0°31'8.023""S, 130°34'59.574""E","0°31'8.023""S, 130°34'59.574""E",-0.518895278,130.583215,FALSE,5,number of transects,,
533,Schrader_2019,Schrader_2019_data,GB27,,1.18,Schrader_2019,,,,818,1,-0.515806667,130.5866053,plants,real island,,"0°30'56.904""S, 130°35'11.779""E","0°30'56.904""S, 130°35'11.779""E",-0.515806667,130.5866053,FALSE,6,number of transects,,
534,Schrader_2019,Schrader_2019_data,GB28,,0.44,Schrader_2019,,,,818,1,-0.516375,130.5875958,plants,real island,,"0°30'58.95""S, 130°35'15.345""E","0°30'58.95""S, 130°35'15.345""E",-0.516375,130.5875958,FALSE,5,number of transects,,
535,Schrader_2019,Schrader_2019_data,GB29,,0.55,Schrader_2019,,,,818,1,-0.515187778,130.5882072,plants,real island,,"0°30'54.676""S, 130°35'17.546""E","0°30'54.676""S, 130°35'17.546""E",-0.515187778,130.5882072,FALSE,6,number of transects,,
536,Schrader_2019,Schrader_2019_data,GB3,,0.23,Schrader_2019,,,,18,1,-0.517726667,130.5684592,plants,real island,,"0°31'3.816""S, 130°34'6.453""E","0°31'3.816""S, 130°34'6.453""E",-0.517726667,130.5684592,FALSE,4,number of transects,,
537,Schrader_2019,Schrader_2019_data,GB30,,0.85,Schrader_2019,,,,18,1,-0.517725833,130.5693547,plants,real island,,"0°31'3.813""S, 130°34'9.677""E","0°31'3.813""S, 130°34'9.677""E",-0.517725833,130.5693547,FALSE,6,number of transects,,
538,Schrader_2019,Schrader_2019_data,GB31,,0.72,Schrader_2019,,,,818,1,-0.514144167,130.5880175,plants,real island,,"0°30'50.919""S, 130°35'16.863""E","0°30'50.919""S, 130°35'16.863""E",-0.514144167,130.5880175,FALSE,6,number of transects,,
539,Schrader_2019,Schrader_2019_data,GB32,,0.00,Schrader_2019,,,,18,1,-0.5152275,130.5685731,plants,real island,,"0°30'54.819""S, 130°34'6.863""E","0°30'54.819""S, 130°34'6.863""E",-0.5152275,130.5685731,FALSE,1,number of transects,,
540,Schrader_2019,Schrader_2019_data,GB33,,0.00,Schrader_2019,,,,18,1,-0.515434167,130.5685167,plants,real island,,"0°30'55.563""S, 130°34'6.66""E","0°30'55.563""S, 130°34'6.66""E",-0.515434167,130.5685167,FALSE,1,number of transects,,
541,Schrader_2019,Schrader_2019_data,GB34,,0.00,Schrader_2019,,,,18,1,-0.515426944,130.5685519,plants,real island,,"0°30'55.537""S, 130°34'6.787""E","0°30'55.537""S, 130°34'6.787""E",-0.515426944,130.5685519,FALSE,1,number of transects,,
542,Schrader_2019,Schrader_2019_data,GB35,,0.00,Schrader_2019,,,,18,1,-0.515266389,130.568725,plants,real island,,"0°30'54.959""S, 130°34'7.41""E","0°30'54.959""S, 130°34'7.41""E",-0.515266389,130.568725,FALSE,1,number of transects,,
543,Schrader_2019,Schrader_2019_data,GB36,,0.00,Schrader_2019,,,,20,1,-0.513137222,130.5596675,plants,real island,,"0°30'47.294""S, 130°33'34.803""E","0°30'47.294""S, 130°33'34.803""E",-0.513137222,130.5596675,FALSE,1,number of transects,,
544,Schrader_2019,Schrader_2019_data,GB37,,0.00,Schrader_2019,,,,20,1,-0.513210278,130.5580058,plants,real island,,"0°30'47.557""S, 130°33'28.821""E","0°30'47.557""S, 130°33'28.821""E",-0.513210278,130.5580058,FALSE,1,number of transects,,
545,Schrader_2019,Schrader_2019_data,GB38,,0.00,Schrader_2019,,,,18,1,-0.518411111,130.5686689,plants,real island,,"0°31'6.28""S, 130°34'7.208""E","0°31'6.28""S, 130°34'7.208""E",-0.518411111,130.5686689,FALSE,1,number of transects,,
546,Schrader_2019,Schrader_2019_data,GB39,,0.00,Schrader_2019,,,,18,1,-0.518429167,130.5686369,plants,real island,,"0°31'6.345""S, 130°34'7.093""E","0°31'6.345""S, 130°34'7.093""E",-0.518429167,130.5686369,FALSE,1,number of transects,,
547,Schrader_2019,Schrader_2019_data,GB4,,0.00,Schrader_2019,,,,18,1,-0.517878611,130.5685114,plants,real island,,"0°31'4.363""S, 130°34'6.641""E","0°31'4.363""S, 130°34'6.641""E",-0.517878611,130.5685114,FALSE,1,number of transects,,
548,Schrader_2019,Schrader_2019_data,GB40,,0.00,Schrader_2019,,,,18,1,-0.5184825,130.5686017,plants,real island,,"0°31'6.537""S, 130°34'6.966""E","0°31'6.537""S, 130°34'6.966""E",-0.5184825,130.5686017,FALSE,1,number of transects,,
549,Schrader_2019,Schrader_2019_data,GB41,,0.00,Schrader_2019,,,,18,1,-0.5178975,130.5686811,plants,real island,,"0°31'4.431""S, 130°34'7.252""E","0°31'4.431""S, 130°34'7.252""E",-0.5178975,130.5686811,FALSE,1,number of transects,,
550,Schrader_2019,Schrader_2019_data,GB42,,0.00,Schrader_2019,,,,18,1,-0.517783333,130.5688414,plants,real island,,"0°31'4.02""S, 130°34'7.829""E","0°31'4.02""S, 130°34'7.829""E",-0.517783333,130.5688414,FALSE,1,number of transects,,
551,Schrader_2019,Schrader_2019_data,GB43,,0.00,Schrader_2019,,,,18,1,-0.518351944,130.5696056,plants,real island,,"0°31'6.067""S, 130°34'10.58""E","0°31'6.067""S, 130°34'10.58""E",-0.518351944,130.5696056,FALSE,1,number of transects,,
552,Schrader_2019,Schrader_2019_data,GB44,,0.00,Schrader_2019,,,,20,1,-0.513041667,130.5601742,plants,real island,,"0°30'46.95""S, 130°33'36.627""E","0°30'46.95""S, 130°33'36.627""E",-0.513041667,130.5601742,FALSE,1,number of transects,,
553,Schrader_2019,Schrader_2019_data,GB45,,0.00,Schrader_2019,,,,8,3,-0.512769722,130.5876003,plants,real island,,"0°30'45.971""S, 130°35'15.361""E","0°30'45.971""S, 130°35'15.361""E",-0.512769722,130.5876003,FALSE,1,number of transects,,
554,Schrader_2019,Schrader_2019_data,GB46,,0.01,Schrader_2019,,,,44,2,-0.516672778,130.5724975,plants,real island,,"0°31'0.022""S, 130°34'20.991""E","0°31'0.022""S, 130°34'20.991""E",-0.516672778,130.5724975,FALSE,1,number of transects,,
555,Schrader_2019,Schrader_2019_data,GB47,,0.00,Schrader_2019,,,,44,2,-0.516750556,130.5724522,plants,real island,,"0°31'0.302""S, 130°34'20.828""E","0°31'0.302""S, 130°34'20.828""E",-0.516750556,130.5724522,FALSE,1,number of transects,,
556,Schrader_2019,Schrader_2019_data,GB48,,0.00,Schrader_2019,,,,818,1,-0.517443056,130.5745625,plants,real island,,"0°31'2.795""S, 130°34'28.425""E","0°31'2.795""S, 130°34'28.425""E",-0.517443056,130.5745625,FALSE,1,number of transects,,
557,Schrader_2019,Schrader_2019_data,GB49,,0.00,Schrader_2019,,,,818,1,-0.517485833,130.5744706,plants,real island,,"0°31'2.949""S, 130°34'28.094""E","0°31'2.949""S, 130°34'28.094""E",-0.517485833,130.5744706,FALSE,1,number of transects,,
558,Schrader_2019,Schrader_2019_data,GB5,,0.00,Schrader_2019,,,,18,1,-0.517307778,130.5696706,plants,real island,,"0°31'2.308""S, 130°34'10.814""E","0°31'2.308""S, 130°34'10.814""E",-0.517307778,130.5696706,FALSE,1,number of transects,,
559,Schrader_2019,Schrader_2019_data,GB50,,0.00,Schrader_2019,,,,818,1,-0.518644444,130.5793633,plants,real island,,"0°31'7.12""S, 130°34'45.708""E","0°31'7.12""S, 130°34'45.708""E",-0.518644444,130.5793633,FALSE,1,number of transects,,
560,Schrader_2019,Schrader_2019_data,GB51,,0.00,Schrader_2019,,,,818,1,-0.519249722,130.5792814,plants,real island,,"0°31'9.299""S, 130°34'45.413""E","0°31'9.299""S, 130°34'45.413""E",-0.519249722,130.5792814,FALSE,1,number of transects,,
561,Schrader_2019,Schrader_2019_data,GB52,,0.00,Schrader_2019,,,,818,1,-0.522175556,130.5809219,plants,real island,,"0°31'19.832""S, 130°34'51.319""E","0°31'19.832""S, 130°34'51.319""E",-0.522175556,130.5809219,FALSE,1,number of transects,,
562,Schrader_2019,Schrader_2019_data,GB53,,0.00,Schrader_2019,,,,818,1,-0.522199444,130.5808936,plants,real island,,"0°31'19.918""S, 130°34'51.217""E","0°31'19.918""S, 130°34'51.217""E",-0.522199444,130.5808936,FALSE,1,number of transects,,
563,Schrader_2019,Schrader_2019_data,GB54,,0.00,Schrader_2019,,,,818,1,-0.522180278,130.5809456,plants,real island,,"0°31'19.849""S, 130°34'51.404""E","0°31'19.849""S, 130°34'51.404""E",-0.522180278,130.5809456,FALSE,1,number of transects,,
564,Schrader_2019,Schrader_2019_data,GB55,,0.00,Schrader_2019,,,,5,0,-0.517640833,130.5845906,plants,real island,,"0°31'3.507""S, 130°35'4.526""E","0°31'3.507""S, 130°35'4.526""E",-0.517640833,130.5845906,FALSE,1,number of transects,,
565,Schrader_2019,Schrader_2019_data,GB56,,0.00,Schrader_2019,,,,5,0,-0.5175225,130.5843842,plants,real island,,"0°31'3.081""S, 130°35'3.783""E","0°31'3.081""S, 130°35'3.783""E",-0.5175225,130.5843842,FALSE,1,number of transects,,
566,Schrader_2019,Schrader_2019_data,GB57,,0.00,Schrader_2019,,,,818,1,-0.516490833,130.5839056,plants,real island,,"0°30'59.367""S, 130°35'2.06""E","0°30'59.367""S, 130°35'2.06""E",-0.516490833,130.5839056,FALSE,1,number of transects,,
567,Schrader_2019,Schrader_2019_data,GB58,,0.00,Schrader_2019,,,,818,1,-0.516550278,130.5839822,plants,real island,,"0°30'59.581""S, 130°35'2.336""E","0°30'59.581""S, 130°35'2.336""E",-0.516550278,130.5839822,FALSE,1,number of transects,,
568,Schrader_2019,Schrader_2019_data,GB59,,0.26,Schrader_2019,,,,818,1,-0.516207222,130.583275,plants,real island,,"0°30'58.346""S, 130°34'59.79""E","0°30'58.346""S, 130°34'59.79""E",-0.516207222,130.583275,FALSE,4,number of transects,,
569,Schrader_2019,Schrader_2019_data,GB6,,0.03,Schrader_2019,,,,18,1,-0.515283611,130.5686114,plants,real island,,"0°30'55.021""S, 130°34'7.001""E","0°30'55.021""S, 130°34'7.001""E",-0.515283611,130.5686114,FALSE,1,number of transects,,
570,Schrader_2019,Schrader_2019_data,GB60,,0.00,Schrader_2019,,,,18,1,-0.517393056,130.5698592,plants,real island,,"0°31'2.615""S, 130°34'11.493""E","0°31'2.615""S, 130°34'11.493""E",-0.517393056,130.5698592,FALSE,1,number of transects,,
571,Schrader_2019,Schrader_2019_data,GB7,,0.16,Schrader_2019,,,,4,0,-0.515020556,130.5696344,plants,real island,,"0°30'54.074""S, 130°34'10.684""E","0°30'54.074""S, 130°34'10.684""E",-0.515020556,130.5696344,FALSE,4,number of transects,,
572,Schrader_2019,Schrader_2019_data,GB8,,0.13,Schrader_2019,,,,44,2,-0.516630556,130.5723703,plants,real island,,"0°30'59.87""S, 130°34'20.533""E","0°30'59.87""S, 130°34'20.533""E",-0.516630556,130.5723703,FALSE,4,number of transects,,
573,Schrader_2019,Schrader_2019_data,GB9,,0.17,Schrader_2019,,,,3,1,-0.514450278,130.570105,plants,real island,,"0°30'52.021""S, 130°34'12.378""E","0°30'52.021""S, 130°34'12.378""E",-0.514450278,130.570105,FALSE,4,number of transects,,
574,Surendran_Vasudevan_2015_frogs,Surendran_Vasudevan_2015_frogs_data,Alexandria,Alexandria,360.00,Surendran_Vasudevan_2015,29,Surendran_Vasudevan_2015,mean sampling site elevation,100,1,11.577,92.61,amphibians,real island,,"11.577N, 92.61E",,11.577,92.61,FALSE,9,total number of quadrats,,
575,Surendran_Vasudevan_2015_frogs,Surendran_Vasudevan_2015_frogs_data,Boat,Boat,280.00,Surendran_Vasudevan_2015,1.5,Surendran_Vasudevan_2015,mean sampling site elevation,187,1,12.229,92.809,amphibians,real island,,"12.229N, 92.809E",,12.229,92.809,FALSE,2,total number of quadrats,,
576,Surendran_Vasudevan_2015_frogs,Surendran_Vasudevan_2015_frogs_data,Chester,Chester,9.00,Surendran_Vasudevan_2015,7,Surendran_Vasudevan_2015,mean sampling site elevation,19,1,11.583,92.578,amphibians,real island,,"11.583N, 92.578E",,11.583,92.578,TRUE,1,total number of quadrats,,
577,Surendran_Vasudevan_2015_frogs,Surendran_Vasudevan_2015_frogs_data,Grub,Grub,3.00,Surendran_Vasudevan_2015,NA,Surendran_Vasudevan_2015,mean sampling site elevation,100,1,11.589,92.594,amphibians,real island,,"11.589N, 92.594E",,11.589,92.594,FALSE,2,total number of quadrats,,
578,Surendran_Vasudevan_2015_frogs,Surendran_Vasudevan_2015_frogs_data,Havelock,Havelock,11393.00,Surendran_Vasudevan_2015,45,Surendran_Vasudevan_2015,mean sampling site elevation,202,1,11.976,92.993,amphibians,real island,,"11.976N, 92.993E",,11.976,92.993,FALSE,10,total number of quadrats,,
579,Surendran_Vasudevan_2015_frogs,Surendran_Vasudevan_2015_frogs_data,Hobday,Hobday,360.00,Surendran_Vasudevan_2015,44.5,Surendran_Vasudevan_2015,mean sampling site elevation,202,1,11.976,92.993,amphibians,real island,,"11.976N, 92.993E",,11.976,92.993,FALSE,3,total number of quadrats,,
580,Surendran_Vasudevan_2015_frogs,Surendran_Vasudevan_2015_frogs_data,Little Andaman,Little Andaman,73439.00,Surendran_Vasudevan_2015,61,Surendran_Vasudevan_2015,mean sampling site elevation,177,1,10.695,92.489,amphibians,real island,,"10.695N, 92.489E",,10.695,92.489,TRUE,24,total number of quadrats,,
581,Surendran_Vasudevan_2015_frogs,Surendran_Vasudevan_2015_frogs_data,Long Island,Long Island,1790.00,Surendran_Vasudevan_2015,49.5,Surendran_Vasudevan_2015,mean sampling site elevation,140,1,12.398,92.936,amphibians,real island,,"12.398N, 92.936E",,12.398,92.936,TRUE,24,total number of quadrats,,
582,Surendran_Vasudevan_2015_frogs,Surendran_Vasudevan_2015_frogs_data,Neil,Neil,1890.00,Surendran_Vasudevan_2015,18,Surendran_Vasudevan_2015,mean sampling site elevation,39,1,12.277,93.026,amphibians,real island,,"12.277N, 93.026E",,12.277,93.026,FALSE,17,total number of quadrats,,
583,Surendran_Vasudevan_2015_frogs,Surendran_Vasudevan_2015_frogs_data,North Andaman,North Andaman,137599.00,Surendran_Vasudevan_2015,52,Surendran_Vasudevan_2015,mean sampling site elevation,733,1,13.24,92.915,amphibians,real island,,"13.24N, 92.915E",,13.24,92.915,TRUE,9,total number of quadrats,,
584,Surendran_Vasudevan_2015_frogs,Surendran_Vasudevan_2015_frogs_data,Redskin,Redskin,330.00,Surendran_Vasudevan_2015,38.33333333,Surendran_Vasudevan_2015,mean sampling site elevation,65,1,11.552,92.592,amphibians,real island,,"11.552N, 92.592E",,11.552,92.592,FALSE,9,total number of quadrats,,
585,Surendran_Vasudevan_2015_frogs,Surendran_Vasudevan_2015_frogs_data,Rutland,Rutland,13717.00,Surendran_Vasudevan_2015,112.2,Surendran_Vasudevan_2015,mean sampling site elevation,442,1,11.421,92.642,amphibians,real island,,"11.421N, 92.642E",,11.421,92.642,FALSE,36,total number of quadrats,,
586,Surendran_Vasudevan_2015_frogs,Surendran_Vasudevan_2015_frogs_data,Snob,Snob,22.00,Surendran_Vasudevan_2015,33,Surendran_Vasudevan_2015,mean sampling site elevation,37,2,11.566,92.574,amphibians,real island,,"11.566N, 92.574E",,11.566,92.574,FALSE,1,total number of quadrats,,
587,Surendran_Vasudevan_2015_frogs,Surendran_Vasudevan_2015_frogs_data,South Andaman,South Andaman,135082.00,Surendran_Vasudevan_2015,131.25,Surendran_Vasudevan_2015,mean sampling site elevation,469,1,11.816,92.635,amphibians,real island,,"11.816N, 92.635E",,11.816,92.635,TRUE,40,total number of quadrats,,
588,Surendran_Vasudevan_2015_frogs,Surendran_Vasudevan_2015_frogs_data,Tarmugli,Tarmugli,1150.00,Surendran_Vasudevan_2015,29,Surendran_Vasudevan_2015,mean sampling site elevation,57,1,11.576,92.547,amphibians,real island,,"11.576N, 92.547E",,11.576,92.547,FALSE,13,total number of quadrats,,
589,Surendran_Vasudevan_2015_lizards,Surendran_Vasudevan_2015_lizards_data,Alexandria,Alexandria,360.00,Surendran_Vasudevan_2015,29,Surendran_Vasudevan_2015,mean sampling site elevation,100,1,11.577,92.61,reptiles,real island,,"11.577N, 92.61E",,11.577,92.61,FALSE,9,total number of quadrats,,
590,Surendran_Vasudevan_2015_lizards,Surendran_Vasudevan_2015_lizards_data,Boat,Boat,280.00,Surendran_Vasudevan_2015,1.5,Surendran_Vasudevan_2015,mean sampling site elevation,187,1,12.229,92.809,reptiles,real island,,"12.229N, 92.809E",,12.229,92.809,FALSE,2,total number of quadrats,,
591,Surendran_Vasudevan_2015_lizards,Surendran_Vasudevan_2015_lizards_data,Chester,Chester,9.00,Surendran_Vasudevan_2015,7,Surendran_Vasudevan_2015,mean sampling site elevation,19,1,11.583,92.578,reptiles,real island,,"11.583N, 92.578E",,11.583,92.578,TRUE,1,total number of quadrats,,
592,Surendran_Vasudevan_2015_lizards,Surendran_Vasudevan_2015_lizards_data,Grub,Grub,3.00,Surendran_Vasudevan_2015,NA,Surendran_Vasudevan_2015,mean sampling site elevation,100,1,11.589,92.594,reptiles,real island,,"11.589N, 92.594E",,11.589,92.594,FALSE,2,total number of quadrats,,
593,Surendran_Vasudevan_2015_lizards,Surendran_Vasudevan_2015_lizards_data,Havelock,Havelock,11393.00,Surendran_Vasudevan_2015,45,Surendran_Vasudevan_2015,mean sampling site elevation,202,1,11.976,92.993,reptiles,real island,,"11.976N, 92.993E",,11.976,92.993,FALSE,10,total number of quadrats,,
594,Surendran_Vasudevan_2015_lizards,Surendran_Vasudevan_2015_lizards_data,Hobday,Hobday,360.00,Surendran_Vasudevan_2015,44.5,Surendran_Vasudevan_2015,mean sampling site elevation,202,1,11.976,92.993,reptiles,real island,,"11.976N, 92.993E",,11.976,92.993,FALSE,3,total number of quadrats,,
595,Surendran_Vasudevan_2015_lizards,Surendran_Vasudevan_2015_lizards_data,Little Andaman,Little Andaman,73439.00,Surendran_Vasudevan_2015,61,Surendran_Vasudevan_2015,mean sampling site elevation,177,1,10.695,92.489,reptiles,real island,,"10.695N, 92.489E",,10.695,92.489,TRUE,24,total number of quadrats,,
596,Surendran_Vasudevan_2015_lizards,Surendran_Vasudevan_2015_lizards_data,Long Island,Long Island,1790.00,Surendran_Vasudevan_2015,49.5,Surendran_Vasudevan_2015,mean sampling site elevation,140,1,12.398,92.936,reptiles,real island,,"12.398N, 92.936E",,12.398,92.936,TRUE,24,total number of quadrats,,
597,Surendran_Vasudevan_2015_lizards,Surendran_Vasudevan_2015_lizards_data,Neil,Neil,1890.00,Surendran_Vasudevan_2015,18,Surendran_Vasudevan_2015,mean sampling site elevation,39,1,12.277,93.026,reptiles,real island,,"12.277N, 93.026E",,12.277,93.026,FALSE,17,total number of quadrats,,
598,Surendran_Vasudevan_2015_lizards,Surendran_Vasudevan_2015_lizards_data,North Andaman,North Andaman,137599.00,Surendran_Vasudevan_2015,52,Surendran_Vasudevan_2015,mean sampling site elevation,733,1,13.24,92.915,reptiles,real island,,"13.24N, 92.915E",,13.24,92.915,TRUE,9,total number of quadrats,,
599,Surendran_Vasudevan_2015_lizards,Surendran_Vasudevan_2015_lizards_data,Redskin,Redskin,330.00,Surendran_Vasudevan_2015,38.33333333,Surendran_Vasudevan_2015,mean sampling site elevation,65,1,11.552,92.592,reptiles,real island,,"11.552N, 92.592E",,11.552,92.592,FALSE,9,total number of quadrats,,
600,Surendran_Vasudevan_2015_lizards,Surendran_Vasudevan_2015_lizards_data,Rutland,Rutland,13717.00,Surendran_Vasudevan_2015,112.2,Surendran_Vasudevan_2015,mean sampling site elevation,442,1,11.421,92.642,reptiles,real island,,"11.421N, 92.642E",,11.421,92.642,FALSE,36,total number of quadrats,,
601,Surendran_Vasudevan_2015_lizards,Surendran_Vasudevan_2015_lizards_data,Snob,Snob,22.00,Surendran_Vasudevan_2015,33,Surendran_Vasudevan_2015,mean sampling site elevation,37,2,11.566,92.574,reptiles,real island,,"11.566N, 92.574E",,11.566,92.574,FALSE,1,total number of quadrats,,
602,Surendran_Vasudevan_2015_lizards,Surendran_Vasudevan_2015_lizards_data,South Andaman,South Andaman,135082.00,Surendran_Vasudevan_2015,131.25,Surendran_Vasudevan_2015,mean sampling site elevation,469,1,11.816,92.635,reptiles,real island,,"11.816N, 92.635E",,11.816,92.635,TRUE,40,total number of quadrats,,
603,Surendran_Vasudevan_2015_lizards,Surendran_Vasudevan_2015_lizards_data,Tarmugli,Tarmugli,1150.00,Surendran_Vasudevan_2015,29,Surendran_Vasudevan_2015,mean sampling site elevation,57,1,11.576,92.547,reptiles,real island,,"11.576N, 92.547E",,11.576,92.547,FALSE,13,total number of quadrats,,
604,Theurkauf_2017,Theurkauf_2017_data, Lifou, Lifou,114000.00,Theurkauf_2017,104,Wikipedia,maximum elevation,113,1,-20.9885,167.2073611,Birds,real island,,"20°59'18.6""S 167°12'26.5""E","20°59'18.6""S 167°12'26.5""E",-20.9885,167.2073611,FALSE,0.333,point per km2,,
605,Theurkauf_2017,Theurkauf_2017_data,Grande Terre,Grande Terre,1666400.00,wikipedia,1628,Wikipedia,maximum elevation,1627,1,-21.12155556,165.2788333,Birds,real island,,"21°07'17.6""S 165°16'43.8""E","21°07'17.6""S 165°16'43.8""E",-21.12155556,165.2788333,FALSE,0.25,point per km2,,
606,Theurkauf_2017,Theurkauf_2017_data,Ile des Pins,Île des Pins,1500.00,Theurkauf_2017,282,Wikipedia,maximum elevation,250,1,-22.60547222,167.4680556,Birds,real island,,"22°36'19.7""S 167°28'05.0""E","22°36'19.7""S 167°28'05.0""E",-22.60547222,167.4680556,FALSE,0.5,point per km2,,
607,Usher_1986,Usher_1986_data,Ardley Island,Ardley Island,113.00,confirmed with Google Earth,NA,Google Earth,maximum elevation,884,1,-62.212449,-58.931903,arthropods,real island,,"-62.212449N, -58.931903E","-62.212449N, -58.931903E",-62.212449,-58.931903,FALSE,NA,insufficient details on sampling,,
608,Usher_1986,Usher_1986_data,Darboux Island,Darboux Island,147,Wikipedia (Cebuano version),270,Wikipedia,maximum elevation,884,1,-67,-68,arthropods,real island,,"-65.416667, -64.25","-65.416667, -64.25",-65.416667,-64.25,FALSE,NA,insufficient details on sampling,,
609,Usher_1986,Usher_1986_data,Green Island,Green Island,20.00,Wikipedia,83,Wikipedia,maximum elevation,884,1,-65.4,-64.21666667,arthropods,real island,,"65°24' S, 64°13' W","65°24' S, 64°13' W",-65.4,-64.21666667,FALSE,NA,insufficient details on sampling,,
610,Usher_1986,Usher_1986_data,Lynch Island,Lynch Island,10.00,Management Plan for Antarctic Specially Protected Area No. 110: Measure 1. Antarctic Treaty Secretariat. 2000,57,Management Plan for Antarctic Specially Protected Area No. 110: Measure 1. Antarctic Treaty Secretariat. 2000,,1731,411,-60.65277778,-45.60694444,arthropods,real island,,"60° 39'10"" S, 45° 36'25"" W","60° 39'10"" S, 45° 36'25"" W",-60.65277778,-45.60694444,FALSE,NA,insufficient details on sampling,,
